status_id,Date,text,relevant_ra
1221223129164537857,2020-01-26T00:00:00Z,"@A_Silent_Child Obviously just a troll account, and can see theyve been banned and suspended before... but yup i’m on it to get them banned again",1.0
1271399364137750531,2020-06-12T00:00:00Z,"Dear consumers of the USA! Do you know that your rights may be taken away from you by the US Senate?  
The Senate wants to limit your freedom of speech.
We, at @pissedconsumer, need to stand together with millions of people on defending Section 230.
https://t.co/eXxY4DHawN",1.0
1295265602806747137,2020-08-17T00:00:00Z,had to post it like this so hopefully my account wont get taken down...,1.0
1224432862490808321,2020-02-03T00:00:00Z,"Ms Rempel should examine her own house too, &amp; not block Canadians from viewing &amp; replying to tweets from her verified Twitter account, &amp; not shut down respectful dialogue by blocking so many Canadians

She won’t get this message from me, directly, b/c I’m one of the 1000s blocked https://t.co/8bYvOiOqAE",0.0
1316750344366551040,2020-10-15T00:00:00Z,"The official Trump campaign Twitter account has been suspended, 18 days before Election Day, because the woke corporation decided it didn’t like the story about Hunter Biden.

And the left is out here seriously claiming it’s Trump that’ll try to cheat  https://t.co/O64xB1tQKb",1.0
1287734698576236544,2020-07-27T00:00:00Z,"That's where it should be. Stealing is wrong and needs to be rectified. Original content rules.
#TheNaamIsSaariKiSaari https://t.co/WEar2w97rW",0.0
1298068361293598720,2020-08-25T00:00:00Z,"Hi, my discord account (nathanius5#4933) just got banned and I lost a few good thinks I really can't live without. I lost @SytheIO LT, @OrbitRestocks LT, @FattyeXtension af and aco, @feature and that's all I can think of now... 

Pls retweet so I can get my things back",1.0
1223397778899886080,2020-02-01T00:00:00Z,Mr. McCullough is so young that he doesn't remember the Canadian content rules that governed radio in the 70s and which fuelled a generation of Canadian music that found success internationally. #cdnpoli https://t.co/1ECOWJcasU,0.0
1230236031397572608,2020-02-19T00:00:00Z,"Citation:
https://t.co/d4cpC9WPk0 https://t.co/lCF3FqKOjS I don’t endorse Republicans. https://t.co/uQMjLdxHA3",0.0
1278150797273038848,2020-07-01T00:00:00Z,"Not content with retweeting a follower shouting “white power,” Trump is now boasting about possibly overturning fair housing rules. https://t.co/lFhMoiAMzs",0.0
1283669606201036801,2020-07-16T00:00:00Z,"Twitters admin panel has a button to “blacklist trends.”

So yeah twitter lied, they manually edit trends. The ones advocating violence are kept up. By their choice.

They aren’t a platform. They are a publisher. 

Abolish Section 230.",1.0
1321803832225980416,2020-10-29T00:00:00Z,"Important Alert 

Many Accounts Are Getting Suspended Due To Authentication Code. If We Don't Have Authentication Code Is There Any Other Way To Get Back Account  ?? 

Anyone Knows Please Comment Many Co Fans Need It 

#SarkaruVaariPaata https://t.co/lBPkUgvn5h",1.0
1312195325461839872,2020-10-03T00:00:00Z,I pledge to be safe online https://t.co/e4AkcGIFIA #SafetyPledge #OnlineSafety,0.0
1316646692742197249,2020-10-15T00:00:00Z,"jack speaking up about the movement might just mean this app is clear 

make e no ever suspend my account sha because na there we go get problem",1.0
1259721747399618562,2020-05-11T00:00:00Z,"people be acting so shocked when they’re blocked 
asshole: “I hate you, you’re so annoying, you’re ugly”
me: *block*
asshole on another account: “omg why would you block me?! I was just giving my opinion wtf ”",0.0
1247997796256366592,2020-04-08T00:00:00Z,"Important part of this Sanders livestream: ""I will stay on the ballot in all remaining states and continue to gather delegates."" Concedes to Biden, not releasing delegates, and holding out hope of a big enough delegate bloc to influence platform/primary rules.",0.0
1296796000867110912,2020-08-21T00:00:00Z,Girl it’s obvious too I’m next in line to block lol clearly created as a backup account to talk even more mess. Fake fans to the left and the right. Birds of a feather  https://t.co/l6zfXHGBXA,0.0
1311744014912192526,2020-10-01T00:00:00Z,Hey @Twitter why you suspended my son's account @Borregales_andy ? #freeAndy ,1.0
1267906125405528067,2020-06-02T00:00:00Z,We are nothing without Black lives.   There's no room for injustice. We commit to strengthening every facet of our culture and policies to foster an environment where equality for Black people is a priority. We'll use our platform to support this movement. #BlackLivesMatter,0.0
1224407636541673472,2020-02-03T00:00:00Z,"'Young people in Northern Ireland have been learning the dangers of online scams thanks to a new initiative.'

#SaferInternetDay #OnlineSafety

https://t.co/EYtcKSCPbF",0.0
1224403448466001922,2020-02-03T00:00:00Z,"Dangerous stuff here. This isn’t even the equivalent of jaywalking. Have to wonder if a certain popular journo tournament Smug was running had anything to do w/this: Comfortably Smug’ Twitter Account Banned For Asking ‘Where’s Hunter, Fat?’ - Daily Caller https://t.co/zIGHpkWm0h",1.0
1289992462270738438,2020-08-02T00:00:00Z,"@MelvinPN @swimmerbr78 This why. Doubt many think Trump is great. But he gives ppl a choice instead of one being made for them. We can do better but there isn’t an option. Still is the lesser of two evils. 
https://t.co/rXFS3UK0oG",0.0
1263623396602122240,2020-05-22T00:00:00Z,"Andile Mgxitama's account has been suspended again...

•BLF Website and Facebook account have been shutdown previously 
•Views on black consciousness are not allowed on Twitter and other social networks/media platforms 
•There isn't a black owned social media platform https://t.co/se8hSe1Bu9",1.0
1299271939312300032,2020-08-28T00:00:00Z,"Hey @TwitterSupport , why don’t you suspend russian propaganda accounts, but instead you’ve suspended pure Ukrainian account @myrotvorets_? 
Please, reinstate this account ASAP! https://t.co/0lxtX0Tqfi",1.0
